Region,Codigo region,Poblacion,fecha,numero
Los Ríos,14,405835,2021-01-23,1554
Los Lagos,10,891440,2021-01-23,6465
Aysén,11,107297,2021-01-23,491
Magallanes,12,178362,2021-01-23,860
Arica y Parinacota,15,252110,2021-01-24,1579
Tarapacá,01,382773,2021-01-24,1796
Antofagasta,02,691854,2021-01-24,3198
Atacama,03,314709,2021-01-24,1557
Coquimbo,04,836096,2021-01-24,1812
Valparaíso,05,1960170,2021-01-24,6115
Metropolitana,13,8125072,2021-01-24,23432
O’Higgins,06,991063,2021-01-24,3057
Maule,07,1131939,2021-01-24,3596
Ñuble,16,511551,2021-01-24,1574
Biobío,08,1663696,2021-01-24,5918
Araucanía,09,1014343,2021-01-24,2629
Los Ríos,14,405835,2021-01-24,1407
Los Lagos,10,891440,2021-01-24,6578
Aysén,11,107297,2021-01-24,574
Magallanes,12,178362,2021-01-24,678
Arica y Parinacota,15,252110,2021-01-25,1089
Tarapacá,01,382773,2021-01-25,1207
Antofagasta,02,691854,2021-01-25,3966
Atacama,03,314709,2021-01-25,1529
Coquimbo,04,836096,2021-01-25,1643
Valparaíso,05,1960170,2021-01-25,4714
Metropolitana,13,8125072,2021-01-25,19463
O’Higgins,06,991063,2021-01-25,2296
Maule,07,1131939,2021-01-25,3796
Ñuble,16,511551,2021-01-25,1550
Biobío,08,1663696,2021-01-25,4254
Araucanía,09,1014343,2021-01-25,1737
Los Ríos,14,405835,2021-01-25,1282
Los Lagos,10,891440,2021-01-25,5547
Aysén,11,107297,2021-01-25,304
Magallanes,12,178362,2021-01-25,852
Arica y Parinacota,15,252110,2021-01-26,1058
Tarapacá,01,382773,2021-01-26,953
Antofagasta,02,691854,2021-01-26,4029
Atacama,03,314709,2021-01-26,1145
Coquimbo,04,836096,2021-01-26,1530
Valparaíso,05,1960170,2021-01-26,2166
Metropolitana,13,8125072,2021-01-26,13040
O’Higgins,06,991063,2021-01-26,1638
Maule,07,1131939,2021-01-26,3248
Ñuble,16,511551,2021-01-26,1336
Biobío,08,1663696,2021-01-26,2973
Araucanía,09,1014343,2021-01-26,2272
Los Ríos,14,405835,2021-01-26,1362
Los Lagos,10,891440,2021-01-26,5311
Aysén,11,107297,2021-01-26,296
Magallanes,12,178362,2021-01-26,638
Arica y Parinacota,15,252110,2021-01-27,1098
Tarapacá,01,382773,2021-01-27,1205
Antofagasta,02,691854,2021-01-27,1045
Atacama,03,314709,2021-01-27,794
Coquimbo,04,836096,2021-01-27,952
Valparaíso,05,1960170,2021-01-27,2787
Metropolitana,13,8125072,2021-01-27,12963
O’Higgins,06,991063,2021-01-27,1946
Maule,07,1131939,2021-01-27,3092
Ñuble,16,511551,2021-01-27,817
Biobío,08,1663696,2021-01-27,6209
Araucanía,09,1014343,2021-01-27,2051
Los Ríos,14,405835,2021-01-27,1159
Los Lagos,10,891440,2021-01-27,2616
Aysén,11,107297,2021-01-27,450
Magallanes,12,178362,2021-01-27,371
Arica y Parinacota,15,252110,2021-01-28,1175
Tarapacá,01,382773,2021-01-28,989
Antofagasta,02,691854,2021-01-28,2501
Atacama,03,314709,2021-01-28,567
Coquimbo,04,836096,2021-01-28,1325
Valparaíso,05,1960170,2021-01-28,4536
Metropolitana,13,8125072,2021-01-28,20173
O’Higgins,06,991063,2021-01-28,2000
Maule,07,1131939,2021-01-28,2964
Ñuble,16,511551,2021-01-28,1696
Biobío,08,1663696,2021-01-28,5418
Araucanía,09,1014343,2021-01-28,1898
Los Ríos,14,405835,2021-01-28,1350
Los Lagos,10,891440,2021-01-28,6017
Aysén,11,107297,2021-01-28,445
Magallanes,12,178362,2021-01-28,736
Arica y Parinacota,15,252110,2021-01-29,1529
Tarapacá,01,382773,2021-01-29,1791
Antofagasta,02,691854,2021-01-29,2503
Atacama,03,314709,2021-01-29,754
Coquimbo,04,836096,2021-01-29,2069
Valparaíso,05,1960170,2021-01-29,5972
Metropolitana,13,8125072,2021-01-29,21258
O’Higgins,06,991063,2021-01-29,2743
Maule,07,1131939,2021-01-29,3675
Ñuble,16,511551,2021-01-29,1776
Biobío,08,1663696,2021-01-29,6254
Araucanía,09,1014343,2021-01-29,1929
Los Ríos,14,405835,2021-01-29,1857
Los Lagos,10,891440,2021-01-29,6269
Aysén,11,107297,2021-01-29,585
Magallanes,12,178362,2021-01-29,977
Arica y Parinacota,15,252110,2021-01-30,1385
Tarapacá,01,382773,2021-01-30,1282
Antofagasta,02,691854,2021-01-30,2723
Atacama,03,314709,2021-01-30,1339
Coquimbo,04,836096,2021-01-30,1666
Valparaíso,05,1960170,2021-01-30,5931
Metropolitana,13,8125072,2021-01-30,21567
O’Higgins,06,991063,2021-01-30,2594
Maule,07,1131939,2021-01-30,4054
Ñuble,16,511551,2021-01-30,1551
Biobío,08,1663696,2021-01-30,6728
Araucanía,09,1014343,2021-01-30,2906
Los Ríos,14,405835,2021-01-30,1598
Los Lagos,10,891440,2021-01-30,6675
Aysén,11,107297,2021-01-30,542
Magallanes,12,178362,2021-01-30,767
Arica y Parinacota,15,252110,2021-01-31,1323
Tarapacá,01,382773,2021-01-31,1195
Antofagasta,02,691854,2021-01-31,3322
Atacama,03,314709,2021-01-31,1173
Coquimbo,04,836096,2021-01-31,1923
Valparaíso,05,1960170,2021-01-31,5686
Metropolitana,13,8125072,2021-01-31,19543
O’Higgins,06,991063,2021-01-31,2705
Maule,07,1131939,2021-01-31,3865
Ñuble,16,511551,2021-01-31,1608
Biobío,08,1663696,2021-01-31,6769
Araucanía,09,1014343,2021-01-31,2312
Los Ríos,14,405835,2021-01-31,1616
Los Lagos,10,891440,2021-01-31,5978
Aysén,11,107297,2021-01-31,579
Magallanes,12,178362,2021-01-31,837
Arica y Parinacota,15,252110,2021-02-01,1422
Tarapacá,01,382773,2021-02-01,1531
Antofagasta,02,691854,2021-02-01,3377
Atacama,03,314709,2021-02-01,1640
Coquimbo,04,836096,2021-02-01,1853
Valparaíso,05,1960170,2021-02-01,5241
Metropolitana,13,8125072,2021-02-01,19658
O’Higgins,06,991063,2021-02-01,2501
Maule,07,1131939,2021-02-01,3302
Ñuble,16,511551,2021-02-01,1404
Biobío,08,1663696,2021-02-01,5447
Araucanía,09,1014343,2021-02-01,2532
Los Ríos,14,405835,2021-02-01,1332
Los Lagos,10,891440,2021-02-01,6141
Aysén,11,107297,2021-02-01,363
Magallanes,12,178362,2021-02-01,965
Arica y Parinacota,15,252110,2021-02-02,1261
Tarapacá,01,382773,2021-02-02,2996
Antofagasta,02,691854,2021-02-02,5685
Atacama,03,314709,2021-02-02,1510
Coquimbo,04,836096,2021-02-02,1566
Valparaíso,05,1960170,2021-02-02,1966
Metropolitana,13,8125072,2021-02-02,13566
O’Higgins,06,991063,2021-02-02,1780
Maule,07,1131939,2021-02-02,3287
Ñuble,16,511551,2021-02-02,857
Biobío,08,1663696,2021-02-02,4203
Araucanía,09,1014343,2021-02-02,1624
Los Ríos,14,405835,2021-02-02,1101
Los Lagos,10,891440,2021-02-02,3179
Aysén,11,107297,2021-02-02,161
Magallanes,12,178362,2021-02-02,646
Arica y Parinacota,15,252110,2021-02-03,1019
Tarapacá,01,382773,2021-02-03,1149
Antofagasta,02,691854,2021-02-03,1713
Atacama,03,314709,2021-02-03,944
Coquimbo,04,836096,2021-02-03,959
Valparaíso,05,1960170,2021-02-03,2758
Metropolitana,13,8125072,2021-02-03,10796
O’Higgins,06,991063,2021-02-03,1668
Maule,07,1131939,2021-02-03,1330
Ñuble,16,511551,2021-02-03,882
Biobío,08,1663696,2021-02-03,3902
Araucanía,09,1014343,2021-02-03,1603
Los Ríos,14,405835,2021-02-03,994
Los Lagos,10,891440,2021-02-03,1925
Aysén,11,107297,2021-02-03,466
Magallanes,12,178362,2021-02-03,380
Arica y Parinacota,15,252110,2021-02-04,1146
Tarapacá,01,382773,2021-02-04,1596
Antofagasta,02,691854,2021-02-04,2490
Atacama,03,314709,2021-02-04,1039
Coquimbo,04,836096,2021-02-04,1632
Valparaíso,05,1960170,2021-02-04,4684
Metropolitana,13,8125072,2021-02-04,17320
O’Higgins,06,991063,2021-02-04,1976
Maule,07,1131939,2021-02-04,3205
Ñuble,16,511551,2021-02-04,1568
Biobío,08,1663696,2021-02-04,6158
Araucanía,09,1014343,2021-02-04,1481
Los Ríos,14,405835,2021-02-04,1328
Los Lagos,10,891440,2021-02-04,5197
Aysén,11,107297,2021-02-04,475
Magallanes,12,178362,2021-02-04,745
Arica y Parinacota,15,252110,2021-02-05,1778
Tarapacá,01,382773,2021-02-05,1267
Antofagasta,02,691854,2021-02-05,2483
Atacama,03,314709,2021-02-05,941
Coquimbo,04,836096,2021-02-05,2196
Valparaíso,05,1960170,2021-02-05,5790
Metropolitana,13,8125072,2021-02-05,17507
O’Higgins,06,991063,2021-02-05,2236
Maule,07,1131939,2021-02-05,3193
Ñuble,16,511551,2021-02-05,1503
Biobío,08,1663696,2021-02-05,5892
Araucanía,09,1014343,2021-02-05,2789
Los Ríos,14,405835,2021-02-05,1336
Los Lagos,10,891440,2021-02-05,5631
Aysén,11,107297,2021-02-05,549
Magallanes,12,178362,2021-02-05,1060
Arica y Parinacota,15,252110,2021-02-06,1720
Tarapacá,01,382773,2021-02-06,1710
Antofagasta,02,691854,2021-02-06,2237
Atacama,03,314709,2021-02-06,1341
Coquimbo,04,836096,2021-02-06,1989
Valparaíso,05,1960170,2021-02-06,5357
Metropolitana,13,8125072,2021-02-06,20926
O’Higgins,06,991063,2021-02-06,2558
Maule,07,1131939,2021-02-06,3899
Ñuble,16,511551,2021-02-06,1172
Biobío,08,1663696,2021-02-06,5940
Araucanía,09,1014343,2021-02-06,3317
Los Ríos,14,405835,2021-02-06,1273
Los Lagos,10,891440,2021-02-06,5225
Aysén,11,107297,2021-02-06,455
Magallanes,12,178362,2021-02-06,831
Arica y Parinacota,15,252110,2021-02-07,1705
Tarapacá,01,382773,2021-02-07,1260
Antofagasta,02,691854,2021-02-07,2558
Atacama,03,314709,2021-02-07,1237
Coquimbo,04,836096,2021-02-07,1820
Valparaíso,05,1960170,2021-02-07,4975
Metropolitana,13,8125072,2021-02-07,18748
O’Higgins,06,991063,2021-02-07,2405
Maule,07,1131939,2021-02-07,3858
Ñuble,16,511551,2021-02-07,1108
Biobío,08,1663696,2021-02-07,5427
Araucanía,09,1014343,2021-02-07,2621
Los Ríos,14,405835,2021-02-07,1366
Los Lagos,10,891440,2021-02-07,4541
Aysén,11,107297,2021-02-07,523
Magallanes,12,178362,2021-02-07,791
Arica y Parinacota,15,252110,2021-02-08,1316
Tarapacá,01,382773,2021-02-08,1757
Antofagasta,02,691854,2021-02-08,5123
Atacama,03,314709,2021-02-08,967
Coquimbo,04,836096,2021-02-08,1861
Valparaíso,05,1960170,2021-02-08,3875
Metropolitana,13,8125072,2021-02-08,15810
O’Higgins,06,991063,2021-02-08,2461
Maule,07,1131939,2021-02-08,2692
Ñuble,16,511551,2021-02-08,1300
Biobío,08,1663696,2021-02-08,4776
Araucanía,09,1014343,2021-02-08,1971
Los Ríos,14,405835,2021-02-08,1471
Los Lagos,10,891440,2021-02-08,4105
Aysén,11,107297,2021-02-08,368
Magallanes,12,178362,2021-02-08,652
Arica y Parinacota,15,252110,2021-02-09,911
Tarapacá,01,382773,2021-02-09,1374
Antofagasta,02,691854,2021-02-09,4978
Atacama,03,314709,2021-02-09,1164
Coquimbo,04,836096,2021-02-09,1381
Valparaíso,05,1960170,2021-02-09,1927
Metropolitana,13,8125072,2021-02-09,10355
O’Higgins,06,991063,2021-02-09,1411
Maule,07,1131939,2021-02-09,1627
Ñuble,16,511551,2021-02-09,1068
Biobío,08,1663696,2021-02-09,4682
Araucanía,09,1014343,2021-02-09,2894
Los Ríos,14,405835,2021-02-09,1057
Los Lagos,10,891440,2021-02-09,3664
Aysén,11,107297,2021-02-09,129
Magallanes,12,178362,2021-02-09,402
Arica y Parinacota,15,252110,2021-02-10,830
Tarapacá,01,382773,2021-02-10,472
Antofagasta,02,691854,2021-02-10,1712
Atacama,03,314709,2021-02-10,603
Coquimbo,04,836096,2021-02-10,1040
Valparaíso,05,1960170,2021-02-10,2355
Metropolitana,13,8125072,2021-02-10,11576
O’Higgins,06,991063,2021-02-10,937
Maule,07,1131939,2021-02-10,893
Ñuble,16,511551,2021-02-10,659
Biobío,08,1663696,2021-02-10,2621
Araucanía,09,1014343,2021-02-10,1507
Los Ríos,14,405835,2021-02-10,640
Los Lagos,10,891440,2021-02-10,1982
Aysén,11,107297,2021-02-10,349
Magallanes,12,178362,2021-02-10,566
Arica y Parinacota,15,252110,2021-02-11,1286
Tarapacá,01,382773,2021-02-11,1132
Antofagasta,02,691854,2021-02-11,2744
Atacama,03,314709,2021-02-11,386
Coquimbo,04,836096,2021-02-11,817
Valparaíso,05,1960170,2021-02-11,4448
Metropolitana,13,8125072,2021-02-11,21765
O’Higgins,06,991063,2021-02-11,1477
Maule,07,1131939,2021-02-11,2772
Ñuble,16,511551,2021-02-11,1290
Biobío,08,1663696,2021-02-11,6008
Araucanía,09,1014343,2021-02-11,2393
Los Ríos,14,405835,2021-02-11,1102
Los Lagos,10,891440,2021-02-11,4100
Aysén,11,107297,2021-02-11,350
Magallanes,12,178362,2021-02-11,672
Arica y Parinacota,15,252110,2021-02-12,1139
Tarapacá,01,382773,2021-02-12,1058
Antofagasta,02,691854,2021-02-12,2615
Atacama,03,314709,2021-02-12,977
Coquimbo,04,836096,2021-02-12,2225
Valparaíso,05,1960170,2021-02-12,4575
Metropolitana,13,8125072,2021-02-12,18141
O’Higgins,06,991063,2021-02-12,2149
Maule,07,1131939,2021-02-12,3254
Ñuble,16,511551,2021-02-12,1359
Biobío,08,1663696,2021-02-12,7625
Araucanía,09,1014343,2021-02-12,2535
Los Ríos,14,405835,2021-02-12,1299
Los Lagos,10,891440,2021-02-12,5202
Aysén,11,107297,2021-02-12,446
Magallanes,12,178362,2021-02-12,663
Arica y Parinacota,15,252110,2021-02-13,946
Tarapacá,01,382773,2021-02-13,1084
Antofagasta,02,691854,2021-02-13,2854
Atacama,03,314709,2021-02-13,1160
Coquimbo,04,836096,2021-02-13,1446
Valparaíso,05,1960170,2021-02-13,4455
Metropolitana,13,8125072,2021-02-13,18032
O’Higgins,06,991063,2021-02-13,2496
Maule,07,1131939,2021-02-13,3374
Ñuble,16,511551,2021-02-13,1759
Biobío,08,1663696,2021-02-13,5705
Araucanía,09,1014343,2021-02-13,3024
Los Ríos,14,405835,2021-02-13,1473
Los Lagos,10,891440,2021-02-13,5653
Aysén,11,107297,2021-02-13,450
Magallanes,12,178362,2021-02-13,809
Arica y Parinacota,15,252110,2021-02-14,1127
Tarapacá,01,382773,2021-02-14,1134
Antofagasta,02,691854,2021-02-14,2273
Atacama,03,314709,2021-02-14,1060
Coquimbo,04,836096,2021-02-14,1935
Valparaíso,05,1960170,2021-02-14,5370
Metropolitana,13,8125072,2021-02-14,18147
O’Higgins,06,991063,2021-02-14,2299
Maule,07,1131939,2021-02-14,3578
Ñuble,16,511551,2021-02-14,1521
Biobío,08,1663696,2021-02-14,6576
Araucanía,09,1014343,2021-02-14,2749
Los Ríos,14,405835,2021-02-14,1396
Los Lagos,10,891440,2021-02-14,4603
Aysén,11,107297,2021-02-14,465
Magallanes,12,178362,2021-02-14,690
Arica y Parinacota,15,252110,2021-02-15,1385
Tarapacá,01,382773,2021-02-15,1449
Antofagasta,02,691854,2021-02-15,5141
Atacama,03,314709,2021-02-15,881
Coquimbo,04,836096,2021-02-15,1838
Valparaíso,05,1960170,2021-02-15,3813
Metropolitana,13,8125072,2021-02-15,15884
O’Higgins,06,991063,2021-02-15,2330
Maule,07,1131939,2021-02-15,2804
Ñuble,16,511551,2021-02-15,1219
Biobío,08,1663696,2021-02-15,4798
Araucanía,09,1014343,2021-02-15,2214
Los Ríos,14,405835,2021-02-15,1606
Los Lagos,10,891440,2021-02-15,4267
Aysén,11,107297,2021-02-15,370
Magallanes,12,178362,2021-02-15,615
Arica y Parinacota,15,252110,2021-02-16,738
Tarapacá,01,382773,2021-02-16,667
Antofagasta,02,691854,2021-02-16,4434
Atacama,03,314709,2021-02-16,1275
Coquimbo,04,836096,2021-02-16,1202
Valparaíso,05,1960170,2021-02-16,1802
Metropolitana,13,8125072,2021-02-16,10203
O’Higgins,06,991063,2021-02-16,1061
Maule,07,1131939,2021-02-16,1380
Ñuble,16,511551,2021-02-16,988
Biobío,08,1663696,2021-02-16,4289
Araucanía,09,1014343,2021-02-16,2201
Los Ríos,14,405835,2021-02-16,940
Los Lagos,10,891440,2021-02-16,2330
Aysén,11,107297,2021-02-16,182
Magallanes,12,178362,2021-02-16,501
Arica y Parinacota,15,252110,2021-02-17,622
Tarapacá,01,382773,2021-02-17,579
Antofagasta,02,691854,2021-02-17,866
Atacama,03,314709,2021-02-17,721
Coquimbo,04,836096,2021-02-17,617
Valparaíso,05,1960170,2021-02-17,2323
Metropolitana,13,8125072,2021-02-17,9647
O’Higgins,06,991063,2021-02-17,968
Maule,07,1131939,2021-02-17,747
Ñuble,16,511551,2021-02-17,491
Biobío,08,1663696,2021-02-17,2317
Araucanía,09,1014343,2021-02-17,2047
Los Ríos,14,405835,2021-02-17,551
Los Lagos,10,891440,2021-02-17,1764
Aysén,11,107297,2021-02-17,290
Magallanes,12,178362,2021-02-17,364
Arica y Parinacota,15,252110,2021-02-18,1394
Tarapacá,01,382773,2021-02-18,1626
Antofagasta,02,691854,2021-02-18,2922
Atacama,03,314709,2021-02-18,411
Coquimbo,04,836096,2021-02-18,1565
Valparaíso,05,1960170,2021-02-18,4637
Metropolitana,13,8125072,2021-02-18,16921
O’Higgins,06,991063,2021-02-18,1617
Maule,07,1131939,2021-02-18,2776
Ñuble,16,511551,2021-02-18,1452
Biobío,08,1663696,2021-02-18,7375
Araucanía,09,1014343,2021-02-18,1697
Los Ríos,14,405835,2021-02-18,1119
Los Lagos,10,891440,2021-02-18,4576
Aysén,11,107297,2021-02-18,402
Magallanes,12,178362,2021-02-18,706
Arica y Parinacota,15,252110,2021-02-19,750
Tarapacá,01,382773,2021-02-19,989
Antofagasta,02,691854,2021-02-19,2373
Atacama,03,314709,2021-02-19,1121
Coquimbo,04,836096,2021-02-19,1985
Valparaíso,05,1960170,2021-02-19,5047
Metropolitana,13,8125072,2021-02-19,15939
O’Higgins,06,991063,2021-02-19,2331
Maule,07,1131939,2021-02-19,2991
Ñuble,16,511551,2021-02-19,1408
Biobío,08,1663696,2021-02-19,5208
Araucanía,09,1014343,2021-02-19,2616
Los Ríos,14,405835,2021-02-19,1492
Los Lagos,10,891440,2021-02-19,4190
Aysén,11,107297,2021-02-19,375
Magallanes,12,178362,2021-02-19,869
Arica y Parinacota,15,252110,2021-02-20,1196
Tarapacá,01,382773,2021-02-20,985
Antofagasta,02,691854,2021-02-20,2212
Atacama,03,314709,2021-02-20,1285
Coquimbo,04,836096,2021-02-20,1839
Valparaíso,05,1960170,2021-02-20,5008
Metropolitana,13,8125072,2021-02-20,16280
O’Higgins,06,991063,2021-02-20,2338
Maule,07,1131939,2021-02-20,2963
Ñuble,16,511551,2021-02-20,1100
Biobío,08,1663696,2021-02-20,5592
Araucanía,09,1014343,2021-02-20,3009
Los Ríos,14,405835,2021-02-20,1440
Los Lagos,10,891440,2021-02-20,5623
Aysén,11,107297,2021-02-20,435
Magallanes,12,178362,2021-02-20,648
Arica y Parinacota,15,252110,2021-02-21,1164
Tarapacá,01,382773,2021-02-21,1382
Antofagasta,02,691854,2021-02-21,2433
Atacama,03,314709,2021-02-21,1532
Coquimbo,04,836096,2021-02-21,1993
Valparaíso,05,1960170,2021-02-21,4846
Metropolitana,13,8125072,2021-02-21,14858
O’Higgins,06,991063,2021-02-21,2367
Maule,07,1131939,2021-02-21,2993
Ñuble,16,511551,2021-02-21,1183
Biobío,08,1663696,2021-02-21,5654
Araucanía,09,1014343,2021-02-21,2274
Los Ríos,14,405835,2021-02-21,1712
Los Lagos,10,891440,2021-02-21,4230
Aysén,11,107297,2021-02-21,443
Magallanes,12,178362,2021-02-21,964
Arica y Parinacota,15,252110,2021-02-22,1397
Tarapacá,01,382773,2021-02-22,1303
Antofagasta,02,691854,2021-02-22,4781
Atacama,03,314709,2021-02-22,1132
Coquimbo,04,836096,2021-02-22,1950
Valparaíso,05,1960170,2021-02-22,3756
Metropolitana,13,8125072,2021-02-22,18707
O’Higgins,06,991063,2021-02-22,1884
Maule,07,1131939,2021-02-22,3262
Ñuble,16,511551,2021-02-22,1343
Biobío,08,1663696,2021-02-22,5625
Araucanía,09,1014343,2021-02-22,2688
Los Ríos,14,405835,2021-02-22,1663
Los Lagos,10,891440,2021-02-22,4076
Aysén,11,107297,2021-02-22,454
Magallanes,12,178362,2021-02-22,629
Arica y Parinacota,15,252110,2021-02-23,769
Tarapacá,01,382773,2021-02-23,785
Antofagasta,02,691854,2021-02-23,3964
Atacama,03,314709,2021-02-23,1261
Coquimbo,04,836096,2021-02-23,1184
Valparaíso,05,1960170,2021-02-23,1976
Metropolitana,13,8125072,2021-02-23,10435
O’Higgins,06,991063,2021-02-23,321
Maule,07,1131939,2021-02-23,1129
Ñuble,16,511551,2021-02-23,729
Biobío,08,1663696,2021-02-23,3963
Araucanía,09,1014343,2021-02-23,1638
Los Ríos,14,405835,2021-02-23,909
Los Lagos,10,891440,2021-02-23,1830
Aysén,11,107297,2021-02-23,158
Magallanes,12,178362,2021-02-23,435
Arica y Parinacota,15,252110,2021-02-24,768
Tarapacá,01,382773,2021-02-24,299
Antofagasta,02,691854,2021-02-24,978
Atacama,03,314709,2021-02-24,775
Coquimbo,04,836096,2021-02-24,822
Valparaíso,05,1960170,2021-02-24,2797
Metropolitana,13,8125072,2021-02-24,10528
O’Higgins,06,991063,2021-02-24,1234
Maule,07,1131939,2021-02-24,807
Ñuble,16,511551,2021-02-24,570
Biobío,08,1663696,2021-02-24,3924
Araucanía,09,1014343,2021-02-24,2027
Los Ríos,14,405835,2021-02-24,639
Los Lagos,10,891440,2021-02-24,2123
Aysén,11,107297,2021-02-24,211
Magallanes,12,178362,2021-02-24,382
Arica y Parinacota,15,252110,2021-02-25,1395
Tarapacá,01,382773,2021-02-25,1668
Antofagasta,02,691854,2021-02-25,2868
Atacama,03,314709,2021-02-25,352
Coquimbo,04,836096,2021-02-25,1375
Valparaíso,05,1960170,2021-02-25,5434
Metropolitana,13,8125072,2021-02-25,16893
O’Higgins,06,991063,2021-02-25,1962
Maule,07,1131939,2021-02-25,3248
Ñuble,16,511551,2021-02-25,1288
Biobío,08,1663696,2021-02-25,5677
Araucanía,09,1014343,2021-02-25,2121
Los Ríos,14,405835,2021-02-25,1596
Los Lagos,10,891440,2021-02-25,4173
Aysén,11,107297,2021-02-25,391
Magallanes,12,178362,2021-02-25,585
Arica y Parinacota,15,252110,2021-02-26,1092
Tarapacá,01,382773,2021-02-26,1021
Antofagasta,02,691854,2021-02-26,2432
Atacama,03,314709,2021-02-26,1241
Coquimbo,04,836096,2021-02-26,2035
Valparaíso,05,1960170,2021-02-26,5243
Metropolitana,13,8125072,2021-02-26,17562
O’Higgins,06,991063,2021-02-26,2766
Maule,07,1131939,2021-02-26,2960
Ñuble,16,511551,2021-02-26,1409
Biobío,08,1663696,2021-02-26,6710
Araucanía,09,1014343,2021-02-26,2809
Los Ríos,14,405835,2021-02-26,1742
Los Lagos,10,891440,2021-02-26,4744
Aysén,11,107297,2021-02-26,466
Magallanes,12,178362,2021-02-26,678
Arica y Parinacota,15,252110,2021-02-27,1408
Tarapacá,01,382773,2021-02-27,1201
Antofagasta,02,691854,2021-02-27,2255
Atacama,03,314709,2021-02-27,1325
Coquimbo,04,836096,2021-02-27,1995
Valparaíso,05,1960170,2021-02-27,5974
Metropolitana,13,8125072,2021-02-27,18581
O’Higgins,06,991063,2021-02-27,2643
Maule,07,1131939,2021-02-27,3599
Ñuble,16,511551,2021-02-27,1292
Biobío,08,1663696,2021-02-27,5035
Araucanía,09,1014343,2021-02-27,2626
Los Ríos,14,405835,2021-02-27,1706
Los Lagos,10,891440,2021-02-27,4428
Aysén,11,107297,2021-02-27,386
Magallanes,12,178362,2021-02-27,846
Arica y Parinacota,15,252110,2021-02-28,653
Tarapacá,01,382773,2021-02-28,1183
Antofagasta,02,691854,2021-02-28,2454
Atacama,03,314709,2021-02-28,1346
Coquimbo,04,836096,2021-02-28,1840
Valparaíso,05,1960170,2021-02-28,5984
Metropolitana,13,8125072,2021-02-28,18112
O’Higgins,06,991063,2021-02-28,2377
Maule,07,1131939,2021-02-28,2790
Ñuble,16,511551,2021-02-28,997
Biobío,08,1663696,2021-02-28,6018
Araucanía,09,1014343,2021-02-28,2412
Los Ríos,14,405835,2021-02-28,1520
Los Lagos,10,891440,2021-02-28,4295
Aysén,11,107297,2021-02-28,473
Magallanes,12,178362,2021-02-28,857
Arica y Parinacota,15,252110,2021-03-01,1699
Tarapacá,01,382773,2021-03-01,1328
Antofagasta,02,691854,2021-03-01,5160
